"","ObjectID","Loc_name","Shape","Status","Score","Match_type","Match_addr","LongLabel","ShortLabel","Addr_type","Type","PlaceName","Place_addr","Phone","URL","Rank","AddBldg","AddNum","AddNumFrom","AddNumTo","AddRange","Side","StPreDir","StPreType","StName","StType","StDir","BldgType","BldgName","LevelType","LevelName","UnitType","UnitName","SubAddr","StAddr","Block","Sector","Nbrhd","District","City","MetroArea","Subregion","Region","RegionAbbr","Territory","Zone","Postal","PostalExt","Country","LangCode","Distance","X","Y","DisplayX","DisplayY","Xmin","Xmax","Ymin","Ymax","ARC_Address","ARC_Address2","ARC_Address3","ARC_Neighborhood","ARC_City","ARC_Subregion","ARC_Region","ARC_Postal","ARC_PostalExt","ARC_CountryCode","ENTITY","GEOGRAPHY","INVESTMENTS","ASSIGNMENTS","ARCHSTONE","RMPROPID","PROPNAME","ENTTYPE","PROPTYPE","REGION_1","MARKETID","MARKET","SUBMARKETID","SUBMARKET","SVPID","SVP","SVP2","SVP_EMAIL","VPPMID","VPPM_EMPLID","VPPM","VPPM2","VPPM_EMAIL","RMMNGRID","RM_EMPLID","RM","RM2","RM_EMAIL","IO","SIO","FACSM","FINSM","REVMGR","ACQUISITION_DATE","ADDRESS","CITY_1","STATE","ZIP","YOC","CONSTTYPE","STATUS_1","STATUSID","CONSOLIDATION","CONSOLIDATIONID","UNITS","SQFT","STUDIO","ONEBR","TWOBR","THREEBR","OTHER","OCCINCL","DASHINCL","HOTLIST","WATCHLIST","REHABLIST","LEASUPLIST","DISPOLIST","INACTIVE","LRO","COMLINK","COMPLIANTEMAIL","ASNPROPID","MASTERENTITYID","LSHLDTHRESHOLD","MRTHRESHOLD","BISTATUS","BISTATUS_DESC","BIASSETTYPE","BIASSETTYPE_DESC","PHONE_1","YEARBUILT","CONSTRUCTIONDATE","DISPOSED","LATITUDE","LONGITUDE","OccUnits","NonRevUnits","AffordableUnits","AdultResidents","CITY","Walkscore","TransitScore"
"11",11,"World","E6100000010CE4452AE2CD6554C0E07A09CCC5373E40","M",100,"A","8880 Old Kings Rd S, Jacksonville, Florida, 32257","8880 Old Kings Rd S, Jacksonville, FL, 32257, USA","8880 Old Kings Rd S","PointAddress","","","8880 Old Kings Rd S, Jacksonville, Florida, 32257",NA,NA,20,NA,8880,NA,NA,"","L","",NA,"Old Kings","Rd","S",NA,NA,NA,NA,NA,NA,NA,"8880 Old Kings Rd S",NA,NA,"Craven",NA,"Jacksonville","","Duval","Florida","FL",NA,"",32257,NA,"USA","ENG",0,-81.59069113,30.21786189,-81.591201,30.216888,-81.592201,-81.590201,30.215888,30.217888,"8880 OLD KINGS ROAD SOUTH",NA,NA,NA,"JACKSONVILLE",NA,"FL",32257,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",11518,"ZI CENTRAL SVC-JAX-MAINTENANCE","INA","Residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-15,"8880 OLD KINGS ROAD SOUTH","JACKSONVILLE","FL",32257,NA,"Other","Disposition","DSP     ","REIT - CS",12,1,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,11518,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ",NA,NA,NA,2010-01-01,NA,NA,NA,NA,NA,NA,"Jacksonville",57,NA
"12",12,"World","E6100000010CD0AC87BD7D0654C0B0C7818784353A40","M",97.88,"A","3355 Port Royale Dr S, Fort Lauderdale, Florida, 33308","3355 Port Royale Dr S, Fort Lauderdale, FL, 33308, USA","3355 Port Royale Dr S","PointAddress","","","3355 Port Royale Dr S, Fort Lauderdale, Florida, 33308",NA,NA,20,NA,3355,NA,NA,"","L","",NA,"Port Royale","Dr","S",NA,NA,NA,NA,NA,NA,NA,"3355 Port Royale Dr S",NA,NA,"Bay Colony",NA,"Fort Lauderdale","Miami-Fort Lauderdale Metro Area","Broward","Florida","FL",NA,"",33308,NA,"USA","ENG",0,-80.10142458,26.20905349,-80.1014535,26.209746,-80.1024535,-80.1004535,26.208746,26.210746,"3355 S. PORT ROYAL DRIVE",NA,NA,NA,"FT. LAUDERDALE",NA,"FL",33308,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",11519,"ZI CENTRAL SVC-SFL-CAAP       ","INA","Residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-08-23,"3355 S. PORT ROYAL DRIVE","FT. LAUDERDALE","FL",33308,NA,"Other","Disposition","DSP     ","REIT - CS",12,1,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,11519,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ",NA,NA,NA,2010-01-01,NA,NA,NA,NA,NA,NA,"Fort Lauderdale",47,35
"13",13,"World","E6100000010CE0D47377C29E54C07093A1CFECF53B40","M",85,"A","33607, Tampa, Florida","33607, Tampa, FL, USA","33607","Postal","","33607","Tampa, Florida, 33607",NA,NA,4.5,NA,NA,NA,NA,"","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"Tampa","","Hillsborough","Florida","FL",NA,"",33607,NA,"USA","ENG",0,-82.4806193,27.9606447,-82.4806193,27.9606447,-82.6196193,-82.3416193,27.8216447,28.0996447,"EQUITY RESIDENTIAL",NA,NA,NA,"TAMPA",NA,"FL",33607,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",11520,"ZI CENTRAL SVC.-TAMPA-MAINTENA","INA","Residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-12-05,"EQUITY RESIDENTIAL","TAMPA","FL",33607,NA,"Other","Disposition","DSP     ","REIT - CS",12,1,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,11520,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(813) 288-8008 ",NA,NA,2010-01-01,NA,NA,NA,NA,NA,NA,"Tampa",79,31
"14",14,"World","E6100000010CD4648D7A885C54C030680586AC7E3C40","M",85,"A","32811, Orlando, Florida","32811, Orlando, FL, USA","32811","Postal","","32811","Orlando, Florida, 32811",NA,NA,4.5,NA,NA,NA,NA,"","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"Orlando","","Orange","Florida","FL",NA,"",32811,NA,"USA","ENG",0,-81.44583,28.49482,-81.44583,28.49482,-81.49983,-81.39183,28.44082,28.54882,"EQUITY RESIDENTIAL",NA,NA,NA,"ORLANDO",NA,"FL",32811,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",11521,"ZI CENTRAL SVC.- ORLANDO - MAI","INA","Residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-12-05,"EQUITY RESIDENTIAL","ORLANDO","FL",32811,NA,"Other","Disposition","DSP     ","REIT - CS",12,1,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,11521,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(407) 293-8479 ",NA,NA,2010-01-01,NA,NA,NA,NA,NA,NA,"Orlando",13,33
"15",15,"World","E6100000010CA81CEE7E70A655C020A1D80A9A154240","M",85,"A","37076, Hermitage, Tennessee","37076, Hermitage, TN, USA","37076","Postal","","37076","Hermitage, Tennessee, 37076",NA,NA,4.5,NA,NA,NA,NA,"","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"Hermitage","","Davidson","Tennessee","TN",NA,"",37076,NA,"USA","ENG",0,-86.6006162,36.1687635,-86.6006162,36.1687635,-86.7196162,-86.4816162,36.0497635,36.2877635,"NASHVILLE AREA OFFICE",NA,NA,NA,"HERMITAGE",NA,"TN",37076,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",11523,"ZI CENTRAL SVC. MAINT.-NASHVIL","INA","Residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-06-08,"NASHVILLE AREA OFFICE","HERMITAGE","TN",37076,NA,"Other","Disposition","DSP     ","REIT - CS",12,0,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,11523,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ",NA,NA,NA,2008-12-31,NA,NA,NA,NA,NA,NA,"Hermitage",54,NA
"16",16,"World","E6100000010C1C3D36E343FB5BC0E044642D05C04040","M",100,"A","4343 N Scottsdale Rd, Scottsdale, Arizona, 85251","4343 N Scottsdale Rd, Scottsdale, AZ, 85251, USA","4343 N Scottsdale Rd","PointAddress","","","4343 N Scottsdale Rd, Scottsdale, Arizona, 85251",NA,NA,20,NA,4343,NA,NA,"","R","N",NA,"Scottsdale","Rd","",NA,NA,NA,NA,NA,NA,NA,"4343 N Scottsdale Rd",NA,NA,"South Scottsdale",NA,"Scottsdale","Phoenix Metro Area","Maricopa","Arizona","AZ",NA,"",85251,NA,"USA","ENG",0,-111.92601853,33.500158,-111.9250215,33.500187,-111.9260215,-111.9240215,33.499187,33.501187,"4343 N. SCOTTSDALE RD. STE.265",NA,NA,NA,"SCOTTSDALE",NA,"AZ",85251,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",11602,"ZI CENTRAL SVC - MAINT. - PHX ","INA","Residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-07-24,"4343 N. SCOTTSDALE RD. STE.265","SCOTTSDALE","AZ",85251,NA,"Other","Disposition","DSP     ","REIT - CS",12,1,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,11602,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(480) 355-6400 ",NA,NA,2010-01-01,NA,NA,NA,NA,NA,NA,"Scottsdale",86,55
"17",17,"World","E6100000010C00200587CB905EC020230FCD47BA4740","M",100,"A","16400 Southcenter Pkwy, Seattle, Washington, 98188","16400 Southcenter Pkwy, Seattle, WA, 98188, USA","16400 Southcenter Pkwy","PointAddress","","","16400 Southcenter Pkwy, Seattle, Washington, 98188",NA,NA,20,NA,16400,NA,NA,"","R","",NA,"Southcenter","Pkwy","",NA,NA,NA,NA,NA,NA,NA,"16400 Southcenter Pkwy",NA,NA,"",NA,"Seattle","Seattle Metro Area","King","Washington","WA",NA,"",98188,NA,"USA","ENG",0,-122.26242233,47.45531619,-122.261733,47.455326,-122.262733,-122.260733,47.454326,47.456326,"16400 Southcenter Pkwy, #301",NA,NA,NA,"TUKWILA",NA,"WA",98188,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",11700,"ZI- CENTRAL SVC - MAINT SEATTL","INA","Residential","Northwest",3362,"Seattle",5094,"Seattle/Tacoma Floaters/CS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-07-24,"16400 Southcenter Pkwy, #301","TUKWILA","WA",98188,NA,"Other","Disposition","DSP     ","REIT - CS",12,1,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,11700,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ",NA,NA,NA,2010-01-01,NA,NA,NA,NA,NA,NA,"Seattle",54,45
"18",18,"World","E6100000010C00200587CB905EC020230FCD47BA4740","M",100,"A","16400 Southcenter Pkwy, Seattle, Washington, 98188","16400 Southcenter Pkwy, Seattle, WA, 98188, USA","16400 Southcenter Pkwy","PointAddress","","","16400 Southcenter Pkwy, Seattle, Washington, 98188",NA,NA,20,NA,16400,NA,NA,"","R","",NA,"Southcenter","Pkwy","",NA,NA,NA,NA,NA,NA,NA,"16400 Southcenter Pkwy",NA,NA,"",NA,"Seattle","Seattle Metro Area","King","Washington","WA",NA,"",98188,NA,"USA","ENG",0,-122.26242233,47.45531619,-122.261733,47.455326,-122.262733,-122.260733,47.454326,47.456326,"16400 SOUTHCENTER PARKWAY",NA,NA,NA,"TUKWILA",NA,"WA",98188,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",11701,"ZI CENTRAL SVC-TURNOVER-CARP  ","INA","Residential","Northwest",3362,"Seattle",5094,"Seattle/Tacoma Floaters/CS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brett Richards IO",NA,NA,NA,"April Robere",1999-07-24,"16400 SOUTHCENTER PARKWAY","TUKWILA","WA",98188,NA,"Other","Disposition","DSP     ","REIT - CS",12,1,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,11701,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(206) 574-0637 ",NA,NA,2014-05-01,NA,NA,NA,NA,NA,NA,"Seattle",54,45
"19",19,"World","E6100000010C4C65074BABB05EC08086BA59CDA64640","M",85,"A","97070, Wilsonville, Oregon","97070, Wilsonville, OR, USA","97070","Postal","","97070","Wilsonville, Oregon, 97070",NA,NA,4.5,NA,NA,NA,NA,"","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"Wilsonville","","Clackamas","Oregon","OR",NA,"",97070,NA,"USA","ENG",0,-122.7604549,45.3031418,-122.7604549,45.3031418,-122.8624549,-122.6584549,45.2011418,45.4051418,"EQUITY RESIDENTIAL PROPERTIES",NA,NA,NA,"WILSONVILLE",NA,"OR",97070,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",11703,"ZI CENTRAL SVC FLOATERS - OR  ","INA","Residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-06-14,"EQUITY RESIDENTIAL PROPERTIES","WILSONVILLE","OR",97070,NA,"Other","Disposition","DSP     ","REIT - CS",12,1,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,11703,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(503) 682-8666 ",NA,NA,2010-01-01,NA,NA,NA,NA,NA,NA,"Wilsonville",75,NA
"20",20,"World","E6100000010C00200587CB905EC020230FCD47BA4740","M",100,"A","16400 Southcenter Pkwy, Seattle, Washington, 98188","16400 Southcenter Pkwy, Seattle, WA, 98188, USA","16400 Southcenter Pkwy","PointAddress","","","16400 Southcenter Pkwy, Seattle, Washington, 98188",NA,NA,20,NA,16400,NA,NA,"","R","",NA,"Southcenter","Pkwy","",NA,NA,NA,NA,NA,NA,NA,"16400 Southcenter Pkwy",NA,NA,"",NA,"Seattle","Seattle Metro Area","King","Washington","WA",NA,"",98188,NA,"USA","ENG",0,-122.26242233,47.45531619,-122.261733,47.455326,-122.262733,-122.260733,47.454326,47.456326,"16400 SOUTHCENTER PARKWAY",NA,NA,NA,"TUKWILA",NA,"WA",98188,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",11704,"ZI CENTRAL SVC FLOATERS - WA  ","INA","Residential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-06-15,"16400 SOUTHCENTER PARKWAY","TUKWILA","WA",98188,NA,"Other","Disposition","DSP     ","REIT - CS",12,1,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,11704,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(206) 574-0637 ",NA,NA,2010-01-01,NA,NA,NA,NA,NA,NA,"Seattle",54,45
"21",21,"World","E6100000010CFC17CFA0A1C351C018312592E82D4540","T",100,"A","Boston, Massachusetts","Boston, MA, USA","Boston","Locality","City","Boston","Boston, Massachusetts",NA,NA,3,NA,NA,NA,NA,"","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"Boston","Boston Metro Area","Suffolk","Massachusetts","MA",NA,"",NA,NA,"USA","ENG",0,-71.05674,42.35866,-71.05674,42.35866,-71.16674,-70.94674,42.24866,42.46866,NA,NA,NA,NA,"Boston",NA,"MA",NA,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",11706,"Floaters - Boston             ","FLT","Residential","Northeast",3286,"Boston",5083,"Boston Floaters/CS",NA,NA,NA,NA,"SDION     ",NA,"Shanna Dion                   ","Shanna Dion VP",NA,"SL    ",NA,"Shanna Dion                   ","Shanna Dion RM",NA,NA,NA,NA,NA,"Brent Pender",2009-01-01,NA,"Boston","MA",NA,NA,"Other","Core SS","CSS     ","REIT - Res",1,NA,NA,0,1,2,3,0,"Y","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,11706,NA,NA,"SS        ","Same Store                              ","RC        ","Residential Consolidated                ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boston",97,100
"22",22,"World","E6100000010CFC17CFA0A1C351C018312592E82D4540","T",100,"A","Boston, Massachusetts","Boston, MA, USA","Boston","Locality","City","Boston","Boston, Massachusetts",NA,NA,3,NA,NA,NA,NA,"","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"Boston","Boston Metro Area","Suffolk","Massachusetts","MA",NA,"",NA,NA,"USA","ENG",0,-71.05674,42.35866,-71.05674,42.35866,-71.16674,-70.94674,42.24866,42.46866,NA,NA,NA,NA,"Boston",NA,"MA",NA,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",11707,"Floaters - NE (exclu) Boston  ","FLT","Residential","Northeast",3287,"New England (excl Boston)",5084,"New England (excl Boston) Floaters/CS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brent Pender",2009-01-01,NA,"Boston","MA",NA,NA,"Other","Core SS","CSS     ","REIT - Res",1,NA,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,11707,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ",NA,NA,NA,2016-12-31,NA,NA,NA,NA,NA,NA,"Boston",97,100
"23",23,"World","E6100000010C909F54FB748052C0B0ADD85F765B4440","M",100,"A","New York City, New York","New York City, New York, NY, USA","New York City","Locality","City","New York City","New York",NA,NA,4.5,NA,NA,NA,NA,"","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"New York","New York City Metro","New York","New York","NY",NA,"Manhattan",NA,NA,"USA","ENG",0,-74.00714,40.71455,-74.00714,40.71455,-74.16714,-73.84714,40.55455,40.87455,NA,NA,NA,NA,"New York City",NA,"NY",NA,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",11708,"Floaters - NYC Metro          ","FLT","Residential","Northeast",3301,"New York - Manhattan",5086,"New York - Manhattan Floaters/CS",NA,NA,NA,NA,"TBOND     ",NA,"Tatiana Bond                  ","Tatiana Bond VP",NA,"TB    ",NA,"Tatiana Bond                  ","Tatiana Bond RM",NA,NA,NA,NA,"Charlotte Cooke","John Curto",2009-01-01,NA,"New York City","NY",NA,NA,"Other","Core SS","CSS     ","REIT - Res",1,NA,NA,0,1,2,3,0,"Y","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,11708,NA,NA,"SS        ","Same Store                              ","RC        ","Residential Consolidated                ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",100,100
"24",24,"World","E6100000010CC82DAD86C45353C0D00C54C6BF6B4340","T",100,"A","Fairfax, Virginia","Fairfax, VA, USA","Fairfax","Locality","City","Fairfax","Fairfax, Virginia",NA,NA,8.96,NA,NA,NA,NA,"","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"Fairfax","Washington DC Metro Area","Fairfax (City)","Virginia","VA",NA,"",NA,NA,"USA","ENG",0,-77.30887,38.84179,-77.30887,38.84179,-77.33587,-77.28187,38.81479,38.86879,NA,NA,NA,NA,"Fairfax",NA,"VA",NA,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",11709,"Floaters - Maryland           ","FLT","Residential","Northeast",3311,"Washington DC",5097,"DC-Maryland Floaters/CS",NA,NA,NA,NA,"FNOLAN    ",NA,"Frances Nolan                 ","Frances Nolan VP",NA,"FN    ",NA,"Frances Nolan                 ","Frances Nolan RM",NA,NA,NA,NA,NA,NA,2009-01-01,NA,"Fairfax","VA",NA,NA,"Other","Core SS","CSS     ","REIT - Res",1,NA,NA,0,1,2,3,0,"Y","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,11709,NA,NA,"SS        ","Same Store                              ","RC        ","Residential Consolidated                ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fairfax",84,40
"25",25,"World","E6100000010CC82DAD86C45353C0D00C54C6BF6B4340","T",100,"A","Fairfax, Virginia","Fairfax, VA, USA","Fairfax","Locality","City","Fairfax","Fairfax, Virginia",NA,NA,8.96,NA,NA,NA,NA,"","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"Fairfax","Washington DC Metro Area","Fairfax (City)","Virginia","VA",NA,"",NA,NA,"USA","ENG",0,-77.30887,38.84179,-77.30887,38.84179,-77.33587,-77.28187,38.81479,38.86879,NA,NA,NA,NA,"Fairfax",NA,"VA",NA,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",11710,"Floaters - Virginia           ","FLT","Residential","Northeast",3311,"Washington DC",5098,"DC-Virginia Floaters/CS",NA,NA,NA,NA,"FNOLAN    ",NA,"Frances Nolan                 ","Frances Nolan VP",NA,"FN    ",NA,"Frances Nolan                 ","Frances Nolan RM",NA,NA,NA,NA,NA,NA,2009-01-01,NA,"Fairfax","VA",NA,NA,"Other","Core SS","CSS     ","REIT - Res",1,NA,NA,0,1,2,3,0,"Y","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,11710,NA,NA,"SS        ","Same Store                              ","RC        ","Residential Consolidated                ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fairfax",84,40
"26",26,"",NA,"U",0,"A","","","","","","","",NA,NA,0,NA,NA,NA,NA,"","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","","","",NA,"",NA,NA,"","",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",11711,"ZI Floaters - Central Valley  ","INA","Residential","Northwest",3349,"Central Valley",5063,"Central Valley Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-01-01,NA,NA,"",NA,NA,"Other","Disposition","DSP     ","REIT - Res",1,NA,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,11711,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ",NA,NA,NA,2010-12-31,NA,NA,NA,NA,NA,NA,"",4,NA
"27",27,"World","E6100000010CF805BB61DB9A5EC0A8880CAB78E34240","T",100,"A","San Francisco, California","San Francisco, CA, USA","San Francisco","Locality","City","San Francisco","San Francisco, California",NA,NA,2.5,NA,NA,NA,NA,"","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"San Francisco","San Francisco Bay Area","San Francisco","California","CA",NA,"",NA,NA,"USA","ENG",0,-122.41964,37.77712,-122.41964,37.77712,-122.52164,-122.31764,37.67512,37.87912,NA,NA,NA,NA,"San Francisco",NA,"CA",NA,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",11712,"Floaters - SF Bay Area        ","FLT","Residential","Northwest",3365,"San Francisco Bay Area",5095,"San Francisco Bay Area Floaters/CS",NA,NA,NA,NA,"CWARRE    ",NA,"Corey Warren                  ","Corey Warren VP",NA,"CW1   ",NA,"Corey Warren                  ","Corey Warren RM",NA,NA,NA,NA,"Lauren Roach","April Robere",2009-01-01,NA,"San Francisco","CA",NA,NA,"Other","Core SS","CSS     ","REIT - Res",1,NA,NA,0,1,2,3,0,"Y","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,11712,NA,NA,"SS        ","Same Store                              ","RC        ","Residential Consolidated                ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"San Francisco",98,100
"28",28,"World","E6100000010C943E74417D3F5AC0485BCEA5B8DE4340","T",100,"A","Denver, Colorado","Denver, CO, USA","Denver","Locality","City","Denver","Denver, Colorado",NA,NA,3,NA,NA,NA,NA,"","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"Denver","Denver Metro Area","Denver","Colorado","CO",NA,"",NA,NA,"USA","ENG",0,-104.99202,39.74001,-104.99202,39.74001,-105.19402,-104.79002,39.53801,39.94201,NA,NA,NA,NA,"Denver",NA,"CO",NA,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",11713,"ZI Floaters - Denver          ","INA","Residential","Northwest",3368,"Denver",5096,"Denver Floaters/CS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jennifer Turner",NA,2009-01-01,NA,"Denver","CO",NA,NA,"Other","Disposition","DSP     ","REIT - Res",1,NA,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,11713,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ",NA,NA,NA,2016-01-22,NA,NA,NA,NA,NA,NA,"Denver",94,90
"29",29,"",NA,"U",0,"A","","","","","","","",NA,NA,0,NA,NA,NA,NA,"","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","","","",NA,"",NA,NA,"","",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",11714,"ZI Floaters - Portland        ","INA","Residential","Northwest",3361,"Portland",5072,"Portland Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-01-01,NA,NA,"",NA,NA,"Other","Disposition","DSP     ","REIT - Res",1,NA,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,11714,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ",NA,NA,NA,2012-03-15,NA,NA,NA,NA,NA,NA,"",4,NA
